record_id,age,postcode,income,occupation
499,62,2112,110000,Marketing Specialist
500,35,2230,102421,Software Engineer
501,23,2190,71232,Nurse
502,52,2095,98148,Financial Analyst
503,23,2217,70006,Teacher
504,37,2190,84175,Marketing Specialist
505,28,2112,75289,Marketing Specialist
506,20,2190,71380,Teacher
507,35,2010,84587,Data Analyst
508,41,2230,104604,Project Manager
509,19,2190,85741,Cyber Security Analyst
510,20,2010,80499,Cyber Security Analyst
511,59,2112,111162,Teacher
512,54,2190,94495,Data Analyst
513,61,2112,107935,Marketing Specialist
514,46,2170,108234,Software Engineer
515,51,2122,100407,Teacher
516,59,2050,106696,Financial Analyst
517,19,2150,88348,Cyber Security Analyst
518,42,2015,109215,Project Manager
519,34,2042,76378,Marketing Specialist
520,62,2042,100827,Marketing Specialist
521,26,2145,81721,Software Engineer
522,63,2010,108344,Marketing Specialist
523,60,2220,101808,Teacher
524,53,2077,124509,Project Manager
525,28,2112,100500,Cyber Security Analyst
526,32,2042,88912,Software Engineer
527,33,2000,77782,Marketing Specialist
528,53,2112,101272,Sales Representative
529,53,2190,121229,Cyber Security Analyst
530,22,2122,75365,Financial Analyst
531,51,2134,113944,Nurse
532,22,2095,80000,Cyber Security Analyst
533,46,2217,96739,Marketing Specialist
534,40,2160,119686,Cyber Security Analyst
535,29,2134,101690,Cyber Security Analyst
536,21,2155,75000,Software Engineer
537,37,2031,106849,Cyber Security Analyst
538,63,2112,110000,Accountant
539,36,2060,96326,Software Engineer
540,58,2060,125165,Project Manager
541,58,2190,119290,Financial Analyst
542,23,2200,81908,Project Manager
543,55,2020,93907,Sales Representative
544,60,2230,110000,Sales Representative
545,39,2007,70503,Sales Representative
546,23,2200,78686,Data Analyst
547,34,2170,80671,Accountant
548,57,2150,110000,Data Analyst
549,36,2150,84088,Financial Analyst
550,61,2077,120000,Nurse
551,22,2031,73234,Data Analyst
552,44,2145,84345,Marketing Specialist
553,39,2020,79816,Sales Representative
554,63,2230,114189,Teacher
555,43,2112,121448,Cyber Security Analyst
556,53,2095,121325,Software Engineer
557,47,2060,119838,Software Engineer
558,33,2015,92403,Cyber Security Analyst
559,36,2190,92850,Nurse
560,33,2095,109674,Cyber Security Analyst
561,64,2042,109157,Teacher
562,49,2145,125917,Project Manager
563,37,2000,73163,Marketing Specialist
564,43,2145,109803,Project Manager
565,31,2112,61807,Sales Representative
566,21,2150,78090,Financial Analyst
567,59,2077,110000,Marketing Specialist
568,18,2134,75000,Software Engineer
569,34,2122,84012,Teacher
570,20,2007,80814,Nurse
571,53,2112,105362,Accountant
572,36,2122,106417,Software Engineer
573,46,2060,109638,Project Manager
574,26,2122,88292,Software Engineer
575,39,2112,101536,Project Manager
576,30,2155,72195,Sales Representative
577,50,2007,86913,Data Analyst
578,26,2150,80528,Teacher
579,47,2190,126998,Cyber Security Analyst
580,26,2190,73948,Teacher
581,28,2190,80443,Nurse
582,55,2155,111064,Teacher
583,52,2220,104615,Marketing Specialist
584,37,2000,82283,Marketing Specialist
585,39,2134,113169,Software Engineer
586,37,2190,88742,Data Analyst
587,34,2170,71179,Sales Representative
588,64,2170,110000,Data Analyst
589,28,2200,95224,Project Manager
590,27,2007,78335,Accountant
591,62,2042,126471,Software Engineer
592,46,2134,89749,Teacher
593,44,2134,94103,Accountant
594,57,2230,93529,Marketing Specialist
595,63,2155,139028,Cyber Security Analyst
596,53,2217,107909,Teacher
597,51,2095,100780,Nurse
598,47,2095,124921,Project Manager
599,40,2190,96610,Financial Analyst
600,30,2060,81053,Accountant
601,37,2077,79683,Accountant
602,63,2220,110000,Accountant
603,38,2112,89643,Marketing Specialist
604,64,2077,112823,Financial Analyst
605,54,2122,128885,Project Manager
606,40,2077,101804,Cyber Security Analyst
607,36,2112,104389,Software Engineer
608,59,2230,118677,Financial Analyst
609,31,2160,72714,Accountant
610,53,2020,99536,Financial Analyst
611,57,2050,98582,Sales Representative
612,21,2050,81459,Project Manager
613,21,2134,79972,Software Engineer
614,63,2015,102376,Marketing Specialist
615,18,2031,83333,Project Manager
616,59,2150,100152,Marketing Specialist
617,36,2077,76087,Teacher
618,23,2050,68386,Sales Representative
619,65,2031,110000,Data Analyst
620,29,2122,81764,Data Analyst
621,29,2007,68175,Financial Analyst
622,37,2190,70750,Sales Representative
623,39,2145,97376,Financial Analyst
624,51,2020,101628,Marketing Specialist
625,47,2042,92627,Financial Analyst
626,39,2230,114080,Cyber Security Analyst
627,59,2220,109080,Financial Analyst
628,18,2077,73605,Teacher
629,61,2031,109032,Accountant
630,45,2095,107310,Project Manager
631,43,2031,104181,Software Engineer
632,48,2050,87138,Teacher
633,34,2050,91659,Nurse
634,35,2077,92171,Teacher
635,64,2000,107400,Sales Representative
636,59,2220,106360,Teacher
637,21,2145,79202,Software Engineer
638,28,2217,87104,Nurse
639,63,2220,111507,Financial Analyst
640,58,2112,109045,Financial Analyst
641,32,2150,94381,Cyber Security Analyst
642,47,2112,92562,Sales Representative
643,62,2150,140000,Project Manager
644,60,2050,110000,Accountant
645,23,2145,93690,Project Manager
646,63,2010,115000,Teacher
647,25,2160,78265,Data Analyst
648,30,2160,63953,Sales Representative
649,28,2155,80116,Teacher
650,25,2220,76555,Accountant
651,49,2155,122469,Software Engineer
652,21,2020,70009,Marketing Specialist
653,44,2170,79551,Marketing Specialist
654,53,2217,97332,Marketing Specialist
655,64,2122,107381,Data Analyst
656,18,2170,60000,Accountant
657,20,2112,70000,Nurse
658,52,2010,103021,Data Analyst
659,20,2134,65000,Financial Analyst
660,26,2112,81044,Nurse
661,46,2122,92416,Nurse
662,61,2020,136289,Project Manager
663,25,2160,92560,Cyber Security Analyst
664,51,2230,122935,Cyber Security Analyst
665,18,2077,70171,Data Analyst
666,61,2134,140000,Project Manager
667,42,2050,90625,Accountant
668,40,2060,106602,Cyber Security Analyst
669,64,2007,140000,Software Engineer
670,57,2050,99092,Data Analyst
671,22,2190,75000,Software Engineer
672,46,2217,79361,Sales Representative
673,33,2122,83745,Data Analyst
674,32,2042,89721,Project Manager
675,26,2077,87886,Project Manager
676,64,2095,110000,Sales Representative
677,56,2050,105314,Teacher
678,27,2050,95040,Project Manager
679,37,2007,95476,Financial Analyst
680,55,2200,135168,Cyber Security Analyst
681,53,2007,98519,Marketing Specialist
682,59,2155,114061,Nurse
683,62,2134,111698,Nurse
684,37,2031,97839,Nurse
685,48,2050,91769,Accountant
686,63,2145,134122,Cyber Security Analyst
687,53,2134,115495,Nurse
688,51,2122,123595,Cyber Security Analyst
689,34,2095,69611,Accountant
690,46,2010,102338,Teacher
691,64,2007,107732,Accountant
692,42,2190,74380,Sales Representative
693,22,2170,72567,Accountant
694,31,2042,74740,Marketing Specialist
695,37,2042,79417,Data Analyst
696,65,2230,140000,Software Engineer
697,33,2220,69254,Sales Representative
698,43,2160,87134,Accountant
699,36,2145,96635,Nurse
700,59,2077,107187,Teacher
701,41,2150,114632,Project Manager
702,24,2095,63039,Marketing Specialist
703,41,2134,80966,Teacher
704,54,2230,93079,Accountant
705,19,2160,75307,Financial Analyst
706,55,2077,104356,Nurse
707,30,2050,80212,Teacher
708,54,2150,106341,Accountant
709,59,2060,114628,Teacher
710,64,2145,104448,Marketing Specialist
711,64,2031,108522,Teacher
712,64,2150,134753,Project Manager
713,52,2155,88661,Data Analyst
714,22,2000,72343,Data Analyst
715,26,2010,63459,Accountant
716,18,2155,64942,Accountant
717,41,2190,92854,Data Analyst
718,60,2000,94897,Marketing Specialist
719,52,2134,113792,Project Manager
720,19,2230,80279,Project Manager
721,52,2000,111243,Financial Analyst
722,62,2031,110315,Nurse
723,24,2020,85556,Project Manager
724,30,2155,67314,Sales Representative
725,40,2122,83334,Financial Analyst
726,41,2145,102981,Nurse
727,33,2077,68598,Accountant
728,59,2010,107535,Data Analyst
729,42,2160,101129,Nurse
730,21,2220,65000,Data Analyst
731,23,2134,66174,Marketing Specialist
732,54,2155,116181,Software Engineer
733,32,2220,83466,Accountant
734,48,2007,92542,Financial Analyst
735,61,2160,120000,Financial Analyst
736,60,2031,105518,Data Analyst
737,19,2170,60000,Accountant
738,63,2010,117678,Nurse
739,28,2050,75271,Sales Representative
740,42,2095,113215,Project Manager
741,65,2220,137569,Cyber Security Analyst
742,50,2007,92243,Teacher
743,45,2010,89883,Accountant
744,56,2190,102467,Sales Representative
745,38,2200,83105,Data Analyst
746,46,2050,91446,Marketing Specialist
747,53,2134,103320,Nurse
748,61,2217,107773,Sales Representative
749,23,2077,58926,Sales Representative
750,63,2010,136014,Software Engineer
751,27,2220,74629,Nurse
752,65,2095,120000,Nurse
753,24,2000,83399,Software Engineer
754,46,2060,88136,Teacher
755,26,2031,90186,Software Engineer
756,46,2160,122536,Project Manager
757,44,2000,103893,Software Engineer
758,40,2010,117645,Project Manager
759,56,2122,95830,Teacher
760,36,2122,81924,Nurse
761,64,2050,140000,Project Manager
762,51,2217,128113,Cyber Security Analyst
763,28,2060,93697,Cyber Security Analyst
764,35,2020,70158,Marketing Specialist
765,28,2060,84436,Nurse
766,37,2010,82046,Marketing Specialist
767,34,2230,83267,Accountant
768,56,2042,104471,Sales Representative
769,24,2077,80000,Cyber Security Analyst
770,43,2190,94044,Teacher
771,39,2095,86450,Marketing Specialist
772,59,2020,102823,Sales Representative
773,38,2220,74985,Sales Representative
774,48,2031,99964,Teacher
775,38,2230,94493,Financial Analyst
776,54,2095,100620,Accountant
777,35,2112,81816,Nurse
778,54,2170,106177,Accountant
779,29,2000,99169,Project Manager
780,63,2145,107418,Accountant
781,62,2134,140000,Software Engineer
782,26,2050,72641,Financial Analyst
783,60,2220,141950,Cyber Security Analyst
784,42,2145,117784,Software Engineer
785,48,2122,97616,Sales Representative
786,50,2160,95247,Nurse
787,41,2190,102146,Project Manager
788,24,2217,68015,Accountant
789,28,2007,75157,Sales Representative
790,59,2095,117722,Nurse
791,24,2015,69223,Data Analyst
792,32,2230,104871,Project Manager
793,53,2220,104806,Sales Representative
794,32,2112,77710,Marketing Specialist
795,47,2220,95335,Sales Representative
796,27,2000,80393,Teacher
797,24,2134,65000,Financial Analyst
798,25,2112,89901,Cyber Security Analyst
799,39,2042,89415,Marketing Specialist
800,48,2150,90113,Teacher
801,46,2095,81988,Marketing Specialist
802,37,2220,76962,Data Analyst
803,19,2200,65000,Teacher
804,61,2230,137460,Cyber Security Analyst
805,51,2160,120885,Cyber Security Analyst
806,39,2134,111949,Project Manager
807,32,2200,80938,Nurse
808,29,2122,72658,Nurse
809,65,2042,110000,Sales Representative
810,55,2122,99507,Nurse
811,63,2042,106992,Accountant
812,63,2170,130568,Software Engineer
813,52,2112,127702,Cyber Security Analyst
814,30,2015,71362,Marketing Specialist
815,60,2155,104950,Marketing Specialist
816,56,2190,113288,Nurse
817,55,2112,127703,Software Engineer
818,47,2031,88682,Sales Representative
819,57,2010,95027,Sales Representative
820,38,2050,102666,Software Engineer
821,25,2112,84313,Cyber Security Analyst
822,50,2134,113586,Nurse
823,26,2122,68224,Sales Representative
