record_id,age_group,postcode_group,income_range,occupation_group
568,18-29,21**,60k-80k,Technology
569,30-49,21**,80k-100k,Education
570,18-29,20**,80k-100k,Healthcare
571,50-65,21**,100k-120k,Finance
572,30-49,21**,100k-120k,Technology
573,30-49,20**,100k-120k,Management
574,18-29,21**,80k-100k,Technology
575,30-49,21**,100k-120k,Management
576,30-49,21**,60k-80k,Business
577,50-65,20**,80k-100k,Technology
578,18-29,21**,80k-100k,Education
579,30-49,21**,120k-140k,Technology
580,18-29,21**,60k-80k,Education
581,18-29,21**,80k-100k,Healthcare
582,50-65,21**,100k-120k,Education
583,50-65,22**,100k-120k,Business
584,30-49,20**,80k-100k,Business
585,30-49,21**,100k-120k,Technology
586,30-49,21**,80k-100k,Technology
587,30-49,21**,60k-80k,Business
588,50-65,21**,100k-120k,Technology
589,18-29,22**,80k-100k,Management
590,18-29,20**,60k-80k,Finance
591,50-65,20**,120k-140k,Technology
592,30-49,21**,80k-100k,Education
593,30-49,21**,80k-100k,Finance
594,50-65,22**,80k-100k,Business
595,50-65,21**,120k-140k,Technology
596,50-65,22**,100k-120k,Education
597,50-65,20**,100k-120k,Healthcare
598,30-49,20**,120k-140k,Management
599,30-49,21**,80k-100k,Finance
600,30-49,20**,80k-100k,Finance
601,30-49,20**,60k-80k,Finance
602,50-65,22**,100k-120k,Finance
603,30-49,21**,80k-100k,Business
604,50-65,20**,100k-120k,Finance
605,50-65,21**,120k-140k,Management
606,30-49,20**,100k-120k,Technology
607,30-49,21**,100k-120k,Technology
608,50-65,22**,100k-120k,Finance
609,30-49,21**,60k-80k,Finance
610,50-65,20**,80k-100k,Finance
611,50-65,20**,80k-100k,Business
612,18-29,20**,80k-100k,Management
613,18-29,21**,60k-80k,Technology
614,50-65,20**,100k-120k,Business
615,18-29,20**,80k-100k,Management
616,50-65,21**,100k-120k,Business
617,30-49,20**,60k-80k,Education
618,18-29,20**,60k-80k,Business
619,50-65,20**,100k-120k,Technology
620,18-29,21**,80k-100k,Technology
621,18-29,20**,60k-80k,Finance
622,30-49,21**,60k-80k,Business
623,30-49,21**,80k-100k,Finance
624,50-65,20**,100k-120k,Business
625,30-49,20**,80k-100k,Finance
626,30-49,22**,100k-120k,Technology
627,50-65,22**,100k-120k,Finance
628,18-29,20**,60k-80k,Education
629,50-65,20**,100k-120k,Finance
630,30-49,20**,100k-120k,Management
631,30-49,20**,100k-120k,Technology
632,30-49,20**,80k-100k,Education
633,30-49,20**,80k-100k,Healthcare
634,30-49,20**,80k-100k,Education
635,50-65,20**,100k-120k,Business
636,50-65,22**,100k-120k,Education
637,18-29,21**,60k-80k,Technology
638,18-29,22**,80k-100k,Healthcare
639,50-65,22**,100k-120k,Finance
640,50-65,21**,100k-120k,Finance
641,30-49,21**,80k-100k,Technology
642,30-49,21**,80k-100k,Business
643,50-65,21**,140k-160k,Management
644,50-65,20**,100k-120k,Finance
645,18-29,21**,80k-100k,Management
646,50-65,20**,100k-120k,Education
647,18-29,21**,60k-80k,Technology
648,30-49,21**,60k-80k,Business
649,18-29,21**,80k-100k,Education
650,18-29,22**,60k-80k,Finance
651,30-49,21**,120k-140k,Technology
652,18-29,20**,60k-80k,Business
653,30-49,21**,60k-80k,Business
654,50-65,22**,80k-100k,Business
655,50-65,21**,100k-120k,Technology
656,18-29,21**,60k-80k,Finance
657,18-29,21**,60k-80k,Healthcare
658,50-65,20**,100k-120k,Technology
659,18-29,21**,60k-80k,Finance
660,18-29,21**,80k-100k,Healthcare
661,30-49,21**,80k-100k,Healthcare
662,50-65,20**,120k-140k,Management
663,18-29,21**,80k-100k,Technology
664,50-65,22**,120k-140k,Technology
665,18-29,20**,60k-80k,Technology
666,50-65,21**,140k-160k,Management
667,30-49,20**,80k-100k,Finance
668,30-49,20**,100k-120k,Technology
669,50-65,20**,140k-160k,Technology
670,50-65,20**,80k-100k,Technology
671,18-29,21**,60k-80k,Technology
672,30-49,22**,60k-80k,Business
673,30-49,21**,80k-100k,Technology
674,30-49,20**,80k-100k,Management
675,18-29,20**,80k-100k,Management
676,50-65,20**,100k-120k,Business
677,50-65,20**,100k-120k,Education
678,18-29,20**,80k-100k,Management
679,30-49,20**,80k-100k,Finance
680,50-65,22**,120k-140k,Technology
681,50-65,20**,80k-100k,Business
682,50-65,21**,100k-120k,Healthcare
683,50-65,21**,100k-120k,Healthcare
684,30-49,20**,80k-100k,Healthcare
685,30-49,20**,80k-100k,Finance
686,50-65,21**,120k-140k,Technology
687,50-65,21**,100k-120k,Healthcare
688,50-65,21**,120k-140k,Technology
689,30-49,20**,60k-80k,Finance
690,30-49,20**,100k-120k,Education
691,50-65,20**,100k-120k,Finance
692,30-49,21**,60k-80k,Business
693,18-29,21**,60k-80k,Finance
694,30-49,20**,60k-80k,Business
695,30-49,20**,60k-80k,Technology
696,50-65,22**,140k-160k,Technology
697,30-49,22**,60k-80k,Business
698,30-49,21**,80k-100k,Finance
699,30-49,21**,80k-100k,Healthcare
700,50-65,20**,100k-120k,Education
701,30-49,21**,100k-120k,Management
702,18-29,20**,60k-80k,Business
703,30-49,21**,80k-100k,Education
704,50-65,22**,80k-100k,Finance
705,18-29,21**,60k-80k,Finance
706,50-65,20**,100k-120k,Healthcare
707,30-49,20**,80k-100k,Education
708,50-65,21**,100k-120k,Finance
709,50-65,20**,100k-120k,Education
710,50-65,21**,100k-120k,Business
711,50-65,20**,100k-120k,Education
712,50-65,21**,120k-140k,Management
713,50-65,21**,80k-100k,Technology
714,18-29,20**,60k-80k,Technology
715,18-29,20**,60k-80k,Finance
716,18-29,21**,60k-80k,Finance
717,30-49,21**,80k-100k,Technology
718,50-65,20**,80k-100k,Business
719,50-65,21**,100k-120k,Management
720,18-29,22**,80k-100k,Management
721,50-65,20**,100k-120k,Finance
722,50-65,20**,100k-120k,Healthcare
723,18-29,20**,80k-100k,Management
724,30-49,21**,60k-80k,Business
725,30-49,21**,80k-100k,Finance
726,30-49,21**,100k-120k,Healthcare
727,30-49,20**,60k-80k,Finance
728,50-65,20**,100k-120k,Technology
729,30-49,21**,100k-120k,Healthcare
730,18-29,22**,60k-80k,Technology
731,18-29,21**,60k-80k,Business
732,50-65,21**,100k-120k,Technology
733,30-49,22**,80k-100k,Finance
734,30-49,20**,80k-100k,Finance
735,50-65,21**,120k-140k,Finance
736,50-65,20**,100k-120k,Technology
737,18-29,21**,60k-80k,Finance
738,50-65,20**,100k-120k,Healthcare
739,18-29,20**,60k-80k,Business
740,30-49,20**,100k-120k,Management
741,50-65,22**,120k-140k,Technology
742,50-65,20**,80k-100k,Education
