record_id,age_group,postcode_group,income_range,occupation_group
71,40-49,21**,80k-90k,Business
72,40-49,20**,90k-100k,Technology
73,18-19,20**,70k-80k,Medical
74,30-39,22**,90k-100k,Medical
75,60-65,20**,100k-110k,Business
76,30-39,20**,80k-90k,Finance
77,60-65,20**,140k-150k,Management
78,20-29,21**,70k-80k,Technology
79,50-59,20**,110k-120k,Management
80,50-59,20**,110k-120k,Technology
81,50-59,22**,120k-130k,Technology
82,40-49,21**,100k-110k,Technology
83,50-59,20**,90k-100k,Business
84,40-49,21**,90k-100k,Business
85,30-39,20**,80k-90k,Finance
86,30-39,21**,70k-80k,Finance
87,60-65,21**,110k-120k,Finance
88,20-29,21**,70k-80k,Technology
89,20-29,21**,80k-90k,Technology
90,50-59,20**,100k-110k,Finance
91,20-29,21**,60k-70k,Finance
92,20-29,21**,70k-80k,Business
93,50-59,20**,130k-140k,Management
94,30-39,20**,90k-100k,Technology
95,20-29,22**,90k-100k,Technology
96,20-29,20**,80k-90k,Finance
97,30-39,20**,70k-80k,Education
98,50-59,20**,80k-90k,Business
99,20-29,20**,70k-80k,Medical
100,18-19,20**,60k-70k,Education
101,20-29,21**,70k-80k,Business
102,50-59,20**,90k-100k,Technology
103,60-65,21**,130k-140k,Technology
104,40-49,21**,70k-80k,Business
105,40-49,20**,110k-120k,Technology
106,40-49,21**,80k-90k,Technology
107,60-65,22**,90k-100k,Finance
108,40-49,21**,100k-110k,Management
109,30-39,20**,100k-110k,Technology
110,18-19,22**,80k-90k,Technology
111,40-49,20**,80k-90k,Finance
112,60-65,21**,120k-130k,Technology
113,40-49,20**,90k-100k,Finance
114,40-49,20**,80k-90k,Finance
115,18-19,21**,60k-70k,Finance
116,30-39,20**,100k-110k,Technology
117,50-59,21**,130k-140k,Management
118,30-39,20**,80k-90k,Technology
119,20-29,20**,50k-60k,Business
120,20-29,21**,60k-70k,Business
121,60-65,21**,110k-120k,Education
122,50-59,21**,120k-130k,Technology
123,30-39,20**,80k-90k,Finance
124,18-19,21**,80k-90k,Management
125,40-49,20**,90k-100k,Medical
126,50-59,22**,100k-110k,Education
127,60-65,21**,110k-120k,Finance
128,60-65,20**,110k-120k,Medical
129,60-65,21**,110k-120k,Finance
130,30-39,22**,80k-90k,Medical
131,60-65,21**,140k-150k,Technology
132,30-39,21**,80k-90k,Medical
133,30-39,20**,90k-100k,Finance
134,50-59,22**,90k-100k,Business
135,40-49,21**,80k-90k,Business
136,50-59,22**,80k-90k,Business
137,60-65,20**,130k-140k,Technology
138,60-65,20**,90k-100k,Business
139,30-39,20**,70k-80k,Finance
140,20-29,20**,70k-80k,Technology
141,40-49,20**,90k-100k,Business
142,40-49,20**,80k-90k,Business
143,40-49,20**,90k-100k,Medical
144,50-59,20**,100k-110k,Technology
145,30-39,22**,100k-110k,Technology
146,40-49,21**,90k-100k,Technology
147,20-29,20**,70k-80k,Business
148,60-65,21**,140k-150k,Management
149,30-39,21**,80k-90k,Business
150,40-49,21**,100k-110k,Management
151,60-65,21**,100k-110k,Business
152,30-39,21**,80k-90k,Finance
153,50-59,20**,100k-110k,Finance
154,20-29,20**,60k-70k,Finance
155,30-39,21**,70k-80k,Education
156,20-29,20**,90k-100k,Technology
157,60-65,22**,130k-140k,Technology
158,20-29,21**,70k-80k,Medical
159,50-59,21**,80k-90k,Business
160,30-39,21**,90k-100k,Medical
161,60-65,21**,100k-110k,Technology
162,40-49,21**,90k-100k,Technology
163,40-49,21**,100k-110k,Medical
164,50-59,21**,90k-100k,Finance
165,30-39,21**,70k-80k,Medical
166,40-49,22**,90k-100k,Education
167,60-65,21**,130k-140k,Technology
168,50-59,20**,130k-140k,Management
169,50-59,22**,80k-90k,Business
170,20-29,20**,80k-90k,Medical
171,20-29,20**,70k-80k,Technology
172,30-39,21**,80k-90k,Finance
173,30-39,20**,90k-100k,Medical
174,30-39,21**,80k-90k,Technology
175,60-65,20**,140k-150k,Management
176,30-39,22**,80k-90k,Technology
177,18-19,20**,60k-70k,Finance
178,50-59,20**,120k-130k,Technology
179,40-49,21**,110k-120k,Technology
180,40-49,21**,90k-100k,Finance
181,50-59,22**,90k-100k,Business
182,20-29,20**,80k-90k,Finance
183,18-19,21**,60k-70k,Finance
184,40-49,20**,90k-100k,Finance
185,60-65,20**,100k-110k,Finance
186,60-65,20**,110k-120k,Business
187,20-29,21**,70k-80k,Education
188,60-65,20**,110k-120k,Education
189,50-59,20**,110k-120k,Education
190,40-49,21**,110k-120k,Technology
191,50-59,22**,90k-100k,Business
192,40-49,22**,120k-130k,Technology
193,50-59,21**,120k-130k,Finance
194,40-49,21**,100k-110k,Business
195,30-39,20**,70k-80k,Education
196,30-39,20**,80k-90k,Business
197,50-59,22**,90k-100k,Business
198,30-39,21**,80k-90k,Technology
199,20-29,20**,70k-80k,Business
200,30-39,20**,90k-100k,Education
201,60-65,21**,100k-110k,Finance
202,50-59,20**,90k-100k,Finance
203,60-65,21**,120k-130k,Medical
204,30-39,22**,80k-90k,Business
205,40-49,20**,90k-100k,Technology
206,30-39,22**,80k-90k,Medical
207,30-39,21**,80k-90k,Business
208,50-59,21**,120k-130k,Management
209,60-65,20**,140k-150k,Management
210,60-65,20**,100k-110k,Business
211,30-39,20**,70k-80k,Finance
212,30-39,22**,110k-120k,Technology
213,60-65,20**,130k-140k,Technology
214,60-65,20**,110k-120k,Business
215,50-59,20**,80k-90k,Business
216,30-39,20**,80k-90k,Finance
217,20-29,20**,80k-90k,Finance
218,20-29,20**,60k-70k,Finance
219,50-59,22**,100k-110k,Finance
220,50-59,20**,90k-100k,Business
221,50-59,21**,110k-120k,Finance
222,40-49,20**,80k-90k,Education
223,30-39,20**,60k-70k,Business
224,40-49,20**,90k-100k,Business
225,50-59,20**,90k-100k,Technology
226,50-59,20**,100k-110k,Finance
227,20-29,21**,90k-100k,Management
228,50-59,20**,100k-110k,Business
229,40-49,21**,80k-90k,Business
230,50-59,20**,110k-120k,Medical
231,50-59,21**,90k-100k,Technology
232,30-39,20**,60k-70k,Finance
233,20-29,20**,70k-80k,Finance
234,20-29,20**,80k-90k,Technology
235,40-49,21**,80k-90k,Business
236,20-29,20**,60k-70k,Finance
237,60-65,20**,100k-110k,Business
238,30-39,22**,70k-80k,Business
239,40-49,21**,100k-110k,Technology
240,50-59,20**,130k-140k,Technology
241,20-29,20**,60k-70k,Technology
242,50-59,20**,100k-110k,Business
243,20-29,22**,60k-70k,Business
244,60-65,20**,120k-130k,Medical
245,50-59,21**,80k-90k,Business
246,50-59,21**,100k-110k,Technology
247,50-59,20**,100k-110k,Finance
248,30-39,21**,60k-70k,Business
249,60-65,21**,100k-110k,Finance
250,20-29,21**,70k-80k,Business
251,30-39,21**,100k-110k,Technology
252,50-59,20**,100k-110k,Business
253,40-49,20**,90k-100k,Medical
254,60-65,20**,130k-140k,Technology
255,40-49,20**,90k-100k,Business
256,50-59,21**,90k-100k,Technology
257,30-39,20**,80k-90k,Finance
258,40-49,20**,110k-120k,Management
259,40-49,20**,90k-100k,Medical
260,50-59,21**,100k-110k,Education
261,50-59,20**,90k-100k,Business
262,30-39,20**,100k-110k,Management
263,40-49,20**,80k-90k,Business
264,50-59,20**,90k-100k,Business
265,30-39,20**,110k-120k,Management
266,40-49,20**,100k-110k,Technology
267,40-49,22**,110k-120k,Technology
268,40-49,21**,100k-110k,Finance
269,40-49,21**,80k-90k,Business
270,40-49,20**,110k-120k,Management
271,30-39,21**,60k-70k,Business
272,20-29,21**,70k-80k,Finance
273,50-59,20**,100k-110k,Finance
274,60-65,21**,120k-130k,Finance
275,60-65,20**,100k-110k,Business
276,50-59,21**,90k-100k,Business
277,50-59,21**,120k-130k,Management
278,30-39,22**,70k-80k,Finance
279,50-59,20**,110k-120k,Medical
280,20-29,22**,70k-80k,Education
281,60-65,21**,110k-120k,Medical
282,40-49,20**,100k-110k,Technology
283,50-59,20**,100k-110k,Education
284,20-29,21**,80k-90k,Management
285,60-65,21**,130k-140k,Technology
286,20-29,20**,60k-70k,Business
287,50-59,22**,100k-110k,Medical
288,30-39,21**,100k-110k,Management
289,50-59,21**,90k-100k,Business
290,50-59,20**,120k-130k,Technology
291,30-39,21**,80k-90k,Technology
292,50-59,21**,120k-130k,Technology
293,60-65,20**,100k-110k,Finance
294,30-39,20**,80k-90k,Technology
295,40-49,20**,90k-100k,Medical
296,50-59,21**,100k-110k,Medical
297,20-29,20**,100k-110k,Technology
298,40-49,22**,80k-90k,Business
299,40-49,20**,80k-90k,Business
300,40-49,21**,90k-100k,Finance
301,60-65,21**,100k-110k,Technology
302,60-65,20**,120k-130k,Management
303,40-49,21**,90k-100k,Education
304,50-59,22**,110k-120k,Medical
305,40-49,20**,100k-110k,Finance
306,40-49,20**,110k-120k,Technology
307,50-59,21**,100k-110k,Education
308,60-65,20**,110k-120k,Finance
309,30-39,21**,70k-80k,Technology
310,50-59,20**,90k-100k,Business
311,50-59,20**,100k-110k,Education
312,50-59,22**,100k-110k,Finance
313,50-59,22**,120k-130k,Technology
314,30-39,20**,80k-90k,Business
315,40-49,20**,110k-120k,Technology
316,30-39,20**,80k-90k,Medical
317,20-29,21**,90k-100k,Management
318,50-59,20**,100k-110k,Finance
319,40-49,22**,100k-110k,Finance
320,20-29,20**,60k-70k,Business
321,30-39,21**,80k-90k,Medical
322,20-29,20**,70k-80k,Medical
323,50-59,21**,120k-130k,Technology
324,60-65,21**,110k-120k,Finance
325,50-59,20**,100k-110k,Education
326,40-49,21**,100k-110k,Technology
327,30-39,20**,70k-80k,Business
328,50-59,22**,100k-110k,Business
329,50-59,20**,100k-110k,Medical
330,20-29,20**,70k-80k,Technology
331,20-29,20**,90k-100k,Technology
332,20-29,21**,80k-90k,Medical
333,60-65,21**,140k-150k,Management
334,60-65,21**,130k-140k,Technology
335,40-49,21**,90k-100k,Business
336,20-29,20**,70k-80k,Education
337,40-49,21**,80k-90k,Finance
338,60-65,21**,110k-120k,Education
339,20-29,20**,70k-80k,Medical
340,20-29,20**,60k-70k,Business
341,50-59,20**,90k-100k,Business
342,30-39,20**,90k-100k,Finance
343,30-39,21**,80k-90k,Technology
344,50-59,20**,100k-110k,Finance
345,20-29,20**,60k-70k,Business
346,20-29,21**,90k-100k,Technology
347,20-29,22**,80k-90k,Technology
348,20-29,21**,70k-80k,Technology
349,50-59,20**,100k-110k,Education
350,30-39,20**,80k-90k,Technology
351,50-59,22**,110k-120k,Technology
352,40-49,21**,90k-100k,Business
353,50-59,21**,130k-140k,Technology
354,30-39,20**,70k-80k,Business
355,30-39,22**,70k-80k,Business
356,20-29,21**,60k-70k,Business
357,60-65,21**,130k-140k,Technology
358,20-29,20**,90k-100k,Technology
359,20-29,20**,80k-90k,Technology
360,50-59,21**,100k-110k,Business
361,40-49,21**,80k-90k,Business
362,40-49,21**,120k-130k,Management
363,20-29,22**,90k-100k,Technology
364,60-65,21**,110k-120k,Finance
365,30-39,20**,80k-90k,Medical
366,40-49,22**,80k-90k,Medical
367,30-39,20**,80k-90k,Medical
368,40-49,22**,110k-120k,Technology
369,20-29,20**,70k-80k,Technology
370,40-49,22**,110k-120k,Technology
371,20-29,20**,90k-100k,Management
372,50-59,20**,110k-120k,Management
373,40-49,22**,90k-100k,Education
374,60-65,20**,110k-120k,Technology
375,30-39,20**,90k-100k,Education
376,50-59,20**,90k-100k,Finance
377,30-39,21**,100k-110k,Technology
378,40-49,20**,110k-120k,Technology
379,30-39,21**,90k-100k,Medical
380,18-19,22**,50k-60k,Business
381,18-19,20**,80k-90k,Technology
382,30-39,20**,80k-90k,Education
383,20-29,22**,60k-70k,Business
384,20-29,22**,80k-90k,Technology
385,20-29,20**,80k-90k,Management
386,40-49,20**,80k-90k,Business
387,40-49,22**,90k-100k,Finance
388,50-59,20**,80k-90k,Business
389,20-29,21**,80k-90k,Technology
390,60-65,20**,130k-140k,Technology
391,60-65,21**,120k-130k,Medical
392,40-49,20**,90k-100k,Medical
393,50-59,21**,120k-130k,Technology
394,20-29,22**,80k-90k,Finance
395,40-49,22**,110k-120k,Management
396,20-29,21**,70k-80k,Finance
397,20-29,20**,60k-70k,Technology
398,30-39,20**,90k-100k,Technology
399,30-39,20**,100k-110k,Technology
400,60-65,20**,110k-120k,Medical
401,40-49,22**,100k-110k,Management
402,50-59,22**,120k-130k,Management
403,20-29,22**,70k-80k,Medical
404,40-49,21**,80k-90k,Technology
405,30-39,21**,80k-90k,Business
406,40-49,20**,90k-100k,Medical
407,40-49,20**,80k-90k,Technology
408,50-59,22**,100k-110k,Business
409,20-29,20**,70k-80k,Medical
410,40-49,21**,90k-100k,Business
411,20-29,20**,70k-80k,Medical
412,30-39,20**,70k-80k,Education
413,50-59,21**,120k-130k,Technology
414,30-39,21**,70k-80k,Education
415,30-39,20**,90k-100k,Technology
416,30-39,21**,90k-100k,Technology
417,50-59,20**,130k-140k,Technology
418,40-49,21**,90k-100k,Business
419,60-65,22**,100k-110k,Business
420,50-59,20**,110k-120k,Education
421,20-29,21**,60k-70k,Business
422,30-39,20**,70k-80k,Business
423,50-59,20**,120k-130k,Technology
424,40-49,20**,90k-100k,Technology
425,30-39,22**,90k-100k,Technology
426,50-59,21**,100k-110k,Business
427,40-49,21**,80k-90k,Business
428,40-49,22**,80k-90k,Business
429,30-39,21**,80k-90k,Business
430,20-29,21**,60k-70k,Technology
431,30-39,21**,90k-100k,Technology
432,20-29,22**,60k-70k,Finance
433,40-49,21**,120k-130k,Management
434,20-29,21**,70k-80k,Education
435,40-49,20**,100k-110k,Medical
436,20-29,20**,60k-70k,Education
437,20-29,22**,90k-100k,Management
438,30-39,22**,90k-100k,Finance
439,20-29,20**,80k-90k,Education
440,60-65,21**,130k-140k,Technology
441,50-59,20**,120k-130k,Medical
442,60-65,20**,140k-150k,Technology
443,40-49,20**,90k-100k,Education
444,20-29,21**,70k-80k,Medical
445,18-19,20**,60k-70k,Education
446,30-39,21**,70k-80k,Education
447,30-39,20**,90k-100k,Technology
448,30-39,21**,100k-110k,Technology
449,60-65,20**,140k-150k,Management
450,50-59,21**,130k-140k,Technology
451,20-29,20**,80k-90k,Technology
452,60-65,20**,110k-120k,Business
453,40-49,21**,80k-90k,Finance
454,60-65,20**,110k-120k,Business
455,30-39,21**,70k-80k,Finance
456,40-49,21**,80k-90k,Business
457,30-39,21**,90k-100k,Medical
458,40-49,20**,120k-130k,Technology
459,20-29,20**,80k-90k,Finance
460,40-49,20**,110k-120k,Management
461,20-29,20**,60k-70k,Finance
462,30-39,21**,70k-80k,Business
463,40-49,20**,110k-120k,Technology
464,40-49,21**,70k-80k,Technology
465,40-49,21**,100k-110k,Management
466,40-49,21**,100k-110k,Technology
467,18-19,20**,60k-70k,Education
468,20-29,20**,90k-100k,Technology
469,40-49,22**,120k-130k,Technology
470,40-49,20**,80k-90k,Business
471,18-19,20**,60k-70k,Finance
472,50-59,21**,90k-100k,Business
473,20-29,20**,70k-80k,Finance
474,20-29,20**,70k-80k,Technology
475,50-59,21**,90k-100k,Business
476,20-29,21**,70k-80k,Business
477,18-19,21**,80k-90k,Management
478,60-65,20**,140k-150k,Technology
479,18-19,21**,50k-60k,Business
480,50-59,20**,100k-110k,Medical
481,50-59,20**,100k-110k,Education
482,50-59,21**,130k-140k,Management
483,18-19,21**,70k-80k,Medical
484,50-59,21**,110k-120k,Medical
485,60-65,21**,100k-110k,Technology
486,40-49,22**,70k-80k,Finance
487,50-59,20**,90k-100k,Education
488,40-49,20**,100k-110k,Management
489,60-65,22**,110k-120k,Business
490,50-59,20**,120k-130k,Technology
491,60-65,20**,100k-110k,Business
492,30-39,20**,60k-70k,Technology
493,30-39,21**,90k-100k,Finance
494,50-59,20**,80k-90k,Business
495,50-59,20**,100k-110k,Finance
496,20-29,20**,60k-70k,Education
497,40-49,21**,90k-100k,Medical
498,40-49,20**,90k-100k,Education
499,60-65,21**,110k-120k,Business
500,30-39,22**,100k-110k,Technology
501,20-29,21**,70k-80k,Medical
502,50-59,20**,90k-100k,Finance
503,20-29,22**,70k-80k,Education
504,30-39,21**,80k-90k,Business
505,20-29,21**,70k-80k,Business
506,20-29,21**,70k-80k,Education
507,30-39,20**,80k-90k,Technology
508,40-49,22**,100k-110k,Management
509,18-19,21**,80k-90k,Technology
510,20-29,20**,80k-90k,Technology
511,50-59,21**,110k-120k,Education
512,50-59,21**,90k-100k,Technology
513,60-65,21**,100k-110k,Business
514,40-49,21**,100k-110k,Technology
515,50-59,21**,100k-110k,Education
516,50-59,20**,100k-110k,Finance
517,18-19,21**,80k-90k,Technology
518,40-49,20**,100k-110k,Management
519,30-39,20**,70k-80k,Business
520,60-65,20**,100k-110k,Business
521,20-29,21**,80k-90k,Technology
522,60-65,20**,100k-110k,Business
523,60-65,22**,100k-110k,Education
524,50-59,20**,120k-130k,Management
525,20-29,21**,100k-110k,Technology
526,30-39,20**,80k-90k,Technology
527,30-39,20**,70k-80k,Business
528,50-59,21**,100k-110k,Business
529,50-59,21**,120k-130k,Technology
530,20-29,21**,70k-80k,Finance
531,50-59,21**,110k-120k,Medical
532,20-29,20**,80k-90k,Technology
533,40-49,22**,90k-100k,Business
534,40-49,21**,110k-120k,Technology
535,20-29,21**,100k-110k,Technology
536,20-29,21**,70k-80k,Technology
537,30-39,20**,100k-110k,Technology
538,60-65,21**,110k-120k,Finance
539,30-39,20**,90k-100k,Technology
540,50-59,20**,120k-130k,Management
541,50-59,21**,110k-120k,Finance
542,20-29,22**,80k-90k,Management
543,50-59,20**,90k-100k,Business
544,60-65,22**,110k-120k,Business
545,30-39,20**,70k-80k,Business
546,20-29,22**,70k-80k,Technology
547,30-39,21**,80k-90k,Finance
548,50-59,21**,110k-120k,Technology
549,30-39,21**,80k-90k,Finance
550,60-65,20**,120k-130k,Medical
551,20-29,20**,70k-80k,Technology
552,40-49,21**,80k-90k,Business
553,30-39,20**,70k-80k,Business
554,60-65,22**,110k-120k,Education
555,40-49,21**,120k-130k,Technology
556,50-59,20**,120k-130k,Technology
557,40-49,20**,110k-120k,Technology
558,30-39,20**,90k-100k,Technology
559,30-39,21**,90k-100k,Medical
560,30-39,20**,100k-110k,Technology
561,60-65,20**,100k-110k,Education
562,40-49,21**,120k-130k,Management
563,30-39,20**,70k-80k,Business
564,40-49,21**,100k-110k,Management
565,30-39,21**,60k-70k,Business
566,20-29,21**,70k-80k,Finance
567,50-59,20**,110k-120k,Business
568,18-19,21**,70k-80k,Technology
569,30-39,21**,80k-90k,Education
570,20-29,20**,80k-90k,Medical
571,50-59,21**,100k-110k,Finance
572,30-39,21**,100k-110k,Technology
573,40-49,20**,100k-110k,Management
574,20-29,21**,80k-90k,Technology
575,30-39,21**,100k-110k,Management
576,30-39,21**,70k-80k,Business
577,50-59,20**,80k-90k,Technology
578,20-29,21**,80k-90k,Education
579,40-49,21**,120k-130k,Technology
580,20-29,21**,70k-80k,Education
581,20-29,21**,80k-90k,Medical
582,50-59,21**,110k-120k,Education
583,50-59,22**,100k-110k,Business
584,30-39,20**,80k-90k,Business
585,30-39,21**,110k-120k,Technology
586,30-39,21**,80k-90k,Technology
587,30-39,21**,70k-80k,Business
588,60-65,21**,110k-120k,Technology
589,20-29,22**,90k-100k,Management
590,20-29,20**,70k-80k,Finance
591,60-65,20**,120k-130k,Technology
592,40-49,21**,80k-90k,Education
593,40-49,21**,90k-100k,Finance
594,50-59,22**,90k-100k,Business
595,60-65,21**,130k-140k,Technology
596,50-59,22**,100k-110k,Education
597,50-59,20**,100k-110k,Medical
598,40-49,20**,120k-130k,Management
599,40-49,21**,90k-100k,Finance
600,30-39,20**,80k-90k,Finance
601,30-39,20**,70k-80k,Finance
602,60-65,22**,110k-120k,Finance
603,30-39,21**,80k-90k,Business
604,60-65,20**,110k-120k,Finance
605,50-59,21**,120k-130k,Management
606,40-49,20**,100k-110k,Technology
607,30-39,21**,100k-110k,Technology
608,50-59,22**,110k-120k,Finance
609,30-39,21**,70k-80k,Finance
610,50-59,20**,90k-100k,Finance
611,50-59,20**,90k-100k,Business
612,20-29,20**,80k-90k,Management
613,20-29,21**,70k-80k,Technology
614,60-65,20**,100k-110k,Business
615,18-19,20**,80k-90k,Management
616,50-59,21**,100k-110k,Business
617,30-39,20**,70k-80k,Education
618,20-29,20**,60k-70k,Business
619,60-65,20**,110k-120k,Technology
620,20-29,21**,80k-90k,Technology
621,20-29,20**,60k-70k,Finance
622,30-39,21**,70k-80k,Business
623,30-39,21**,90k-100k,Finance
624,50-59,20**,100k-110k,Business
625,40-49,20**,90k-100k,Finance
626,30-39,22**,110k-120k,Technology
627,50-59,22**,100k-110k,Finance
628,18-19,20**,70k-80k,Education
629,60-65,20**,100k-110k,Finance
630,40-49,20**,100k-110k,Management
631,40-49,20**,100k-110k,Technology
632,40-49,20**,80k-90k,Education
633,30-39,20**,90k-100k,Medical
634,30-39,20**,90k-100k,Education
635,60-65,20**,100k-110k,Business
636,50-59,22**,100k-110k,Education
637,20-29,21**,70k-80k,Technology
638,20-29,22**,80k-90k,Medical
639,60-65,22**,110k-120k,Finance
640,50-59,21**,100k-110k,Finance
641,30-39,21**,90k-100k,Technology
642,40-49,21**,90k-100k,Business
643,60-65,21**,140k-150k,Management
644,60-65,20**,110k-120k,Finance
645,20-29,21**,90k-100k,Management
646,60-65,20**,110k-120k,Education
647,20-29,21**,70k-80k,Technology
648,30-39,21**,60k-70k,Business
649,20-29,21**,80k-90k,Education
650,20-29,22**,70k-80k,Finance
651,40-49,21**,120k-130k,Technology
652,20-29,20**,70k-80k,Business
653,40-49,21**,70k-80k,Business
654,50-59,22**,90k-100k,Business
655,60-65,21**,100k-110k,Technology
656,18-19,21**,60k-70k,Finance
657,20-29,21**,70k-80k,Medical
658,50-59,20**,100k-110k,Technology
659,20-29,21**,60k-70k,Finance
660,20-29,21**,80k-90k,Medical
661,40-49,21**,90k-100k,Medical
662,60-65,20**,130k-140k,Management
663,20-29,21**,90k-100k,Technology
664,50-59,22**,120k-130k,Technology
665,18-19,20**,70k-80k,Technology
666,60-65,21**,140k-150k,Management
667,40-49,20**,90k-100k,Finance
668,40-49,20**,100k-110k,Technology
669,60-65,20**,140k-150k,Technology
670,50-59,20**,90k-100k,Technology
671,20-29,21**,70k-80k,Technology
672,40-49,22**,70k-80k,Business
673,30-39,21**,80k-90k,Technology
674,30-39,20**,80k-90k,Management
675,20-29,20**,80k-90k,Management
676,60-65,20**,110k-120k,Business
677,50-59,20**,100k-110k,Education
678,20-29,20**,90k-100k,Management
679,30-39,20**,90k-100k,Finance
680,50-59,22**,130k-140k,Technology
681,50-59,20**,90k-100k,Business
682,50-59,21**,110k-120k,Medical
683,60-65,21**,110k-120k,Medical
684,30-39,20**,90k-100k,Medical
685,40-49,20**,90k-100k,Finance
686,60-65,21**,130k-140k,Technology
687,50-59,21**,110k-120k,Medical
688,50-59,21**,120k-130k,Technology
689,30-39,20**,60k-70k,Finance
690,40-49,20**,100k-110k,Education
691,60-65,20**,100k-110k,Finance
692,40-49,21**,70k-80k,Business
693,20-29,21**,70k-80k,Finance
694,30-39,20**,70k-80k,Business
695,30-39,20**,70k-80k,Technology
696,60-65,22**,140k-150k,Technology
697,30-39,22**,60k-70k,Business
698,40-49,21**,80k-90k,Finance
699,30-39,21**,90k-100k,Medical
700,50-59,20**,100k-110k,Education
701,40-49,21**,110k-120k,Management
702,20-29,20**,60k-70k,Business
703,40-49,21**,80k-90k,Education
704,50-59,22**,90k-100k,Finance
705,18-19,21**,70k-80k,Finance
706,50-59,20**,100k-110k,Medical
707,30-39,20**,80k-90k,Education
708,50-59,21**,100k-110k,Finance
709,50-59,20**,110k-120k,Education
710,60-65,21**,100k-110k,Business
711,60-65,20**,100k-110k,Education
712,60-65,21**,130k-140k,Management
713,50-59,21**,80k-90k,Technology
714,20-29,20**,70k-80k,Technology
715,20-29,20**,60k-70k,Finance
716,18-19,21**,60k-70k,Finance
717,40-49,21**,90k-100k,Technology
718,60-65,20**,90k-100k,Business
719,50-59,21**,110k-120k,Management
720,18-19,22**,80k-90k,Management
721,50-59,20**,110k-120k,Finance
722,60-65,20**,110k-120k,Medical
723,20-29,20**,80k-90k,Management
724,30-39,21**,60k-70k,Business
725,40-49,21**,80k-90k,Finance
726,40-49,21**,100k-110k,Medical
727,30-39,20**,60k-70k,Finance
728,50-59,20**,100k-110k,Technology
729,40-49,21**,100k-110k,Medical
730,20-29,22**,60k-70k,Technology
731,20-29,21**,60k-70k,Business
732,50-59,21**,110k-120k,Technology
733,30-39,22**,80k-90k,Finance
734,40-49,20**,90k-100k,Finance
735,60-65,21**,120k-130k,Finance
736,60-65,20**,100k-110k,Technology
737,18-19,21**,60k-70k,Finance
738,60-65,20**,110k-120k,Medical
739,20-29,20**,70k-80k,Business
740,40-49,20**,110k-120k,Management
741,60-65,22**,130k-140k,Technology
742,50-59,20**,90k-100k,Education
743,40-49,20**,80k-90k,Finance
744,50-59,21**,100k-110k,Business
745,30-39,22**,80k-90k,Technology
746,40-49,20**,90k-100k,Business
747,50-59,21**,100k-110k,Medical
748,60-65,22**,100k-110k,Business
749,20-29,20**,50k-60k,Business
750,60-65,20**,130k-140k,Technology
